creator,country of citizenship,educated at,ethnic group,place of birth,place of burial,place of death,sex or gender,fonte_educated_at,confianca_educated_at,observacoes_pesquisa,batch_origem,fonte_place_of_birth,confianca_place_of_birth,acervo,source,onde estudou,nome da escola,datas em que estudou,fonte_onde_estudou,fonte_nome_escola,fonte_datas_estudo,confianca_preenchimento,museum_json,lat_birth,lon_birth,score_birth,lat_death,lon_death,score_death
Henry Raeburn,United Kingdom of Great Britain and Ireland,George Heriot's School,Scottish people,Stockbridge,,Edinburgh,male,,,A formação formal em pintura é pouco estruturada nas fontes; registro conservador.,,,,outros,outros,Edimburgo,aprendiz com o ourives James Gilliland; formação em pintura de modo amplamente autodidata,c.1778 em diante,https://en.wikipedia.org/wiki/Henry_Raeburn | https://www.britannica.com/biography/Henry-Raeburn,https://en.wikipedia.org/wiki/Henry_Raeburn | https://www.britannica.com/biography/Henry-Raeburn,https://en.wikipedia.org/wiki/Henry_Raeburn,baixa,MASP,33.544216,-84.231532,100.0,55.953339501,-3.189106896,100.0
Hercules Araújo,,,,,,,,,,formação não localizada com segurança,,,,outros,outros,,,,,,,,Museu de Arte Religiosa e Tradicional,,,,,,
Hércules Florence,Brazil,,,Nice,,Campinas,male,,,"As fontes destacam estudos autodidatas, inclusive em química; sem escola formal identificada.",,,,outros,outros,Formação autodidata,,,https://heritage.bnf.fr/france-bresil/pt-br/hercule-florence-ou-o-genio-da-invencao | https://ihf19.org.br/pt-br/hercule-florence/inventos/fotografia,,,media,Instituto Hércules Florence,43.695978065,7.271454889,100.0,-22.9073702,-47.0628996,100.0
Hermann Petzet,Germany,"Academy of Fine Arts, Munich",,Bonnland,,Munich,male,,,"As fontes também indicam estudos com Karl Raupp, Ludwig von Löfftz e Gustav Schönleber.",,,,outros,outros,Nuremberg; Munique; Karlsruhe,Kunstgewerbeschule em Nuremberg; Königliche Akademie der Künste in München; Großherzoglich-Badische Kunstschule in Karlsruhe,1878-1881; 1881-1888,https://de.wikipedia.org/wiki/Hermann_Petzet | https://www.askart.com/bio/artist/11061172/artist,https://de.wikipedia.org/wiki/Hermann_Petzet | https://www.askart.com/bio/artist/11061172/artist,https://de.wikipedia.org/wiki/Hermann_Petzet | https://www.askart.com/bio/artist/11061172/artist,alta,MASP,50.04959,9.86521,100.0,48.143438999,11.573599,100.0
Hiedy de Assis Corrêa,,,,,,,,,,artista autodidata; sem formação escolar específica localizada,,,,outros,outros,"Curitiba, PR; Florianópolis, SC",autodidata,,MASC; DAC/UFSC,MASC; DAC/UFSC,,media,Museu Victor Meirelles,,,,,,
Hieronymus Bosch,Northern Low Countries,,Dutch,’s-Hertogenbosch,’s-Hertogenbosch,’s-Hertogenbosch,male,,,"As fontes apontam aprendizado em dinastia/oficina familiar, sem academia formal documentada.",,,,outros,outros,’s-Hertogenbosch,formação em oficina familiar com o pai e irmãos pintores,,https://www.thecollector.com/hieronymus-bosch-early-influences/ | https://en.wikipedia.org/wiki/Hieronymus_Bosch,https://www.thecollector.com/hieronymus-bosch-early-influences/ | https://en.wikipedia.org/wiki/Hieronymus_Bosch,,media,MASP,51.702106954,5.302003137,100.0,51.702106954,5.302003137,100.0
Hippolyte Vanderburch,France,,,Paris,,former 9th arrondissement of Paris,male,,,Não localizei instituição formal específica; mantida formulação conservadora.,,,,outros,outros,Paris,formação literária e teatral em Paris,,https://fr.wikipedia.org/wiki/Hippolyte_Vanderburch,https://fr.wikipedia.org/wiki/Hippolyte_Vanderburch,,baixa,Pinacoteca de São Paulo,48.856372814,2.352529617,100.0,45.779098566223,4.804366932758,85.38
Honório Esteves,Brazil,,,Ouro Preto,,,male,,,iniciou aprendizado com August Chenot e como moedor de tintas de Cardoso Rezende; cursou desenho no Liceu Mineiro e depois a AIBA,,,,outros,outros,"Ouro Preto, MG; Rio de Janeiro",escola de desenho de August Chenot; Liceu Mineiro; Academia Imperial de Belas Artes,1873; desde agosto de 1883,Wikipédia; artigo UFMG,Wikipédia; artigo UFMG,Wikipédia,alta,Museu da Inconfidência,-20.3855959,-43.5035423,100.0,,,
Horácio Hora,Brazil,,,Laranjeiras,,Paris,male,,,As fontes citam orientação de Justin-Marie Lequien.,,,,outros,outros,Paris,Escola de Belas Artes de Paris; Escola Municipal de Desenho de Paris,c.1875-c.1881,https://pt.wikipedia.org/wiki/Hor%C3%A1cio_Hora | https://www.catalogodasartes.com.br/artista/Hor%EF%BF%BDcio%20Hora/,https://pt.wikipedia.org/wiki/Hor%C3%A1cio_Hora | https://www.catalogodasartes.com.br/artista/Hor%EF%BF%BDcio%20Hora/,https://pt.wikipedia.org/wiki/Hor%C3%A1cio_Hora | https://www.catalogodasartes.com.br/artista/Hor%EF%BF%BDcio%20Hora/,alta,Museu Histórico Nacional,-10.7986393,-37.1604367,100.0,48.856372814,2.352529617,100.0
Hugo Calgan,Germany,,,Berlin,,,male,,,Insuficiência de fonte aberta detalhada.,,,,outros,outros,França,formação artística francesa; instituição não identificada na fonte aberta consultada,,https://www.brasilianaiconografica.art.br/,,,baixa,Museu Paulista,52.517669999,13.405537999,100.0,,,
I. de Sampaio Mathissen,,,,,,,male,,,,,,,outros,outros,,,,,,,,Museu Paulista,,,,,,
J. Janssens | Martinho (padre),,,,,,,,,,autoria múltipla/ambígua; formação não localizada com segurança,,,,outros,outros,,,,,,,,Museu da Inconfidência,,,,,,
J. M. D'Avila,,,,,,,,,,,,,,outros,outros,,,,,,,,Museu Histórico Nacional,,,,,,
J. M. W. Turner,Kingdom of Great Britain,Royal Academy of Arts,,Maiden Lane,St Paul's Cathedral,Cheyne Walk,male,,,,,,,outros,outros,Londres,Royal Academy Schools; formação com o desenhista Thomas Malton,a partir de 1789,https://en.wikipedia.org/wiki/J._M._W._Turner | https://www.tate.org.uk/art/artists/joseph-mallord-william-turner-558,https://en.wikipedia.org/wiki/J._M._W._Turner | https://www.tate.org.uk/art/artists/joseph-mallord-william-turner-558,https://en.wikipedia.org/wiki/J._M._W._Turner,alta,MASP,37.9082169,-122.3052102,100.0,32.4268056,-88.1939138,76.0
Julius LeBlanc Stewart,United States,Beaux-Arts de Paris,,Philadelphia,,Paris,male,,,também estudou com Eduardo Zamacois e Jean-Léon Gérôme,,,,outros,outros,"Paris, França",École des Beaux-Arts,,Wikipedia; Google Arts & Culture,Wikipedia,,media,Museu Paulista,39.9510605,-75.1656204,100.0,48.856372814,2.352529617,100.0
Jacopo Tintoretto,Republic of Venice,,,Venice,Madonna dell'Orto,Venice,male,,,A formação documentada é parcialmente tradicional/atelier e parcialmente autodirigida.,,,,outros,outros,Veneza,brevíssimo aprendizado na oficina de Ticiano; estudos de anatomia por observação e desenho,sem datas exatas na fonte,https://www.scuolagrandesanrocco.org/home-en/tintoretto/ | https://en.wikipedia.org/wiki/Tintoretto,https://www.scuolagrandesanrocco.org/home-en/tintoretto/ | https://en.wikipedia.org/wiki/Tintoretto,,baixa,MASP,45.434608,12.338913,100.0,45.434608,12.338913,100.0
Jan de Baen,Dutch Republic,Haagsche Teekenacademie,,Haarlem,,The Hague,male,,,,,,,outros,outros,Emden; Amsterdam,lições com o tio Hinderk Pyman; aluno de Jacob Adriaensz Backer,1645-1648,https://en.wikipedia.org/wiki/Jan_de_Baen,https://en.wikipedia.org/wiki/Jan_de_Baen,https://en.wikipedia.org/wiki/Jan_de_Baen,alta,MASP,52.381044553,4.642828229,100.0,52.069248385,4.296715483,100.0
Jan van Kessel the Elder,Habsburg Netherlands,,,Antwerp,,Antwerp,male,,,"A formação é descrita por mestres e parentes artistas, não por escola única.",,,,outros,outros,Antuérpia,estudos com Simon de Vos; formação complementar com o pai e com Jan Brueghel the Younger,a partir dos 9 anos; sem datas completas na fonte,https://en.wikipedia.org/wiki/Jan_van_Kessel_the_Elder | https://www.nationalgallery.org.uk/artists/jan-van-kessel-the-elder,https://en.wikipedia.org/wiki/Jan_van_Kessel_the_Elder | https://www.nationalgalleries.org/art-and-artists/artists/jan-van-kessel,,media,Museu Nacional de Belas Artes,51.25942418,4.371799938,100.0,51.25942418,4.371799938,100.0
Jarbas Juarez Antunes,,,,,,,,,,datas aproximadas,,,,outros,outros,"Porto Alegre, Brasil",Instituto de Artes da UFRGS,1960s,fontes biográficas de referência,fontes biográficas de referência,fontes biográficas de referência,baixa,Museu da Inconfidência,,,,,,
Jean Joseph Bilfeldt,France,,,Avignon,,Paris,male,,,Autor identificado sobretudo como militar e desenhista viajante; sem escola nomeada na fonte aberta consultada.,,,,outros,outros,França,formação militar francesa,,https://www.brasilianaiconografica.art.br/autores/19939/jean-joseph-bilfeldt,https://www.brasilianaiconografica.art.br/autores/19939/jean-joseph-bilfeldt,,baixa,Pinacoteca de São Paulo,43.949315226,4.805311547,100.0,48.856372814,2.352529617,100.0
Jean-Auguste-Dominique Ingres,France,Beaux-Arts de Paris,,Montauban,Père Lachaise Cemetery,Paris,male,,,,,,,outros,outros,Toulouse; Paris,Académie de Toulouse; ateliê de Jacques-Louis David; École des Beaux-Arts,1791-1796; 1797-1799,https://pt.wikipedia.org/wiki/Jean-Auguste_Dominique_Ingres,https://pt.wikipedia.org/wiki/Jean-Auguste_Dominique_Ingres,https://pt.wikipedia.org/wiki/Jean-Auguste_Dominique_Ingres,alta,MASP,44.016121253,1.35265774,100.0,48.856372814,2.352529617,100.0
Jean-Baptiste Camille Corot,France,Lycée Pierre-Corneille,,Paris,Père Lachaise Cemetery,Paris,male,,,Sem academia formal nomeada nas fontes abertas recuperadas; mantidos mestres e viagem formativa.,,,,outros,outros,Paris; Itália,estudos com Achille-Etna Michallon e Jean-Victor Bertin; formação de paisagem na viagem de estudos à Itália,1825-1828,https://www.nationalgallery.org.uk/artists/jean-baptiste-camille-corot | https://en.wikipedia.org/wiki/Jean-Baptiste-Camille_Corot,https://www.nationalgallery.org.uk/artists/jean-baptiste-camille-corot | https://en.wikipedia.org/wiki/Jean-Baptiste-Camille_Corot,https://www.nationalgallery.org.uk/artists/jean-baptiste-camille-corot | https://en.wikipedia.org/wiki/Jean-Baptiste-Camille_Corot,media,MASP,48.856372814,2.352529617,100.0,48.856372814,2.352529617,100.0
Jean-Baptiste Courtois,,,,Saint-Hippolyte,,,male,,,A fonte aberta biográfica é sucinta; cronologia não identificada.,,,,outros,outros,Paris,École des Beaux-Arts de Paris,,https://data.bnf.fr/fr/14916564/jean-baptiste_courtois/,https://data.bnf.fr/fr/14916564/jean-baptiste_courtois/,,media,Museu Histórico Nacional,45.92969,-74.025851,100.0,,,
Jean-Baptiste Debret,France,Lycée Louis-le-Grand,,Paris,Montmartre Cemetery,Paris,male,,,registro combinando escola e formação em ateliê,,,,outros,outros,"Paris, França",École des Beaux-Arts / ateliê de Jacques-Louis David,fim do século XVIII,fontes biográficas de referência,fontes biográficas de referência,fontes biográficas de referência,media,Museu Nacional de Belas Artes,48.856372814,2.352529617,100.0,48.856372814,2.352529617,100.0
Jean-Baptiste Marie Pierre,France,Académie royale de peinture et de sculpture,,Paris,,Paris,male,,,,,,,outros,outros,Paris; Roma,Académie royale de peinture et de sculpture; aluno de Charles-Joseph Natoire; bolsa/estadia em Roma,1732; 1734-1740,https://en.wikipedia.org/wiki/Jean-Baptiste_Marie_Pierre | https://sammlung.staedelmuseum.de/en/person/pierre-jean-baptiste-marie,https://en.wikipedia.org/wiki/Jean-Baptiste_Marie_Pierre | https://sammlung.staedelmuseum.de/en/person/pierre-jean-baptiste-marie,https://en.wikipedia.org/wiki/Jean-Baptiste_Marie_Pierre | https://sammlung.staedelmuseum.de/en/person/pierre-jean-baptiste-marie,alta,Museu Nacional de Belas Artes,48.856372814,2.352529617,100.0,48.856372814,2.352529617,100.0
Jean-Baptiste Olive,France,École des beaux-arts de Marseille,,Marseille,Saint-Ouen Cemetery,Paris,male,,,,,,,outros,outros,Marselha,École des Beaux-Arts de Marseille,,https://en.wikipedia.org/wiki/Jean-Baptiste_Olive,https://en.wikipedia.org/wiki/Jean-Baptiste_Olive,,media,MASP,43.296606916,5.369866968,100.0,48.856372814,2.352529617,100.0
Jean-Baptiste Pater,France,,,Valenciennes,,Paris,male,,,Não foi localizada escola formal nomeada além da formação em oficina.,,,,outros,outros,Valenciennes; Paris,formação inicial com o pai Antoine Pater; aluno de Antoine Watteau,,https://en.wikipedia.org/wiki/Jean-Baptiste_Pater | https://www.britannica.com/biography/Jean-Baptiste-Pater,https://en.wikipedia.org/wiki/Jean-Baptiste_Pater | https://www.britannica.com/biography/Jean-Baptiste-Pater,,media,MASP,50.357856469,3.524197715,100.0,48.856372814,2.352529617,100.0
Jean-Baptiste-Siméon Chardin,France,Académie de Saint-Luc,,Paris,,Paris,male,,,,,,,outros,outros,Paris,aprendizagens com Pierre-Jacques Cazes e Noël-Nicolas Coypel; Académie de Saint-Luc,até 1724,https://en.wikipedia.org/wiki/Jean_Sim%C3%A9on_Chardin | https://www.britannica.com/biography/Jean-Baptiste-Simeon-Chardin,https://en.wikipedia.org/wiki/Jean_Sim%C3%A9on_Chardin | https://www.britannica.com/biography/Jean-Baptiste-Simeon-Chardin,https://en.wikipedia.org/wiki/Jean_Sim%C3%A9on_Chardin,alta,MASP,48.856372814,2.352529617,100.0,48.856372814,2.352529617,100.0
Jean-Frédéric Bosset de Luze,Switzerland,,,Neuchâtel,,Neuchâtel,male,,,Autor identificado sobretudo por perfil militar-viajante; sem escola formal nomeada na fonte aberta consultada.,,,,outros,outros,Suíça,formação militar e de desenho técnico suíço,,https://www.brasilianaiconografica.art.br/autores/19859/jean-frederic-bosset-de-luze,https://www.brasilianaiconografica.art.br/autores/19859/jean-frederic-bosset-de-luze,,baixa,Pinacoteca de São Paulo,46.993851622,6.93104046,100.0,46.993851622,6.93104046,100.0
Jean-Honoré Fragonard,France,École royale des élèves protégés,,Grasse,"Saint-Roch, Paris",former 2nd arrondissement of Paris,male,,,,,,,outros,outros,Paris; Roma,formação com Jean-Siméon Chardin e François Boucher; Académie de France à Rome,c.1747 em diante; 1756-1761,https://en.wikipedia.org/wiki/Jean-Honor%C3%A9_Fragonard | https://www.britannica.com/biography/Jean-Honore-Fragonard,https://en.wikipedia.org/wiki/Jean-Honor%C3%A9_Fragonard | https://www.britannica.com/biography/Jean-Honore-Fragonard,https://en.wikipedia.org/wiki/Jean-Honor%C3%A9_Fragonard,alta,MASP,43.658104821,6.924695789,100.0,48.8675087,2.3421607,91.56
Jean-Jacques François Coindet,Switzerland,,,Geneva,,Clarens,male,,,A fonte aberta não traz nome de instituição formal específica.,,,,outros,outros,Suíça; França,formação de desenho topográfico e prática militar,,https://www.brasilianaiconografica.art.br/autores/19866/jean-jacques-francois-coindet,https://www.brasilianaiconografica.art.br/autores/19866/jean-jacques-francois-coindet,,baixa,Pinacoteca de São Paulo,46.212270935,6.126642752,100.0,-28.5143902,28.4203261,100.0
Jean-Marc Nattier,France,,,Paris,Church of Saint Eustache,Paris,male,,,Não foi identificada instituição formal única nas fontes consultadas.,,,,outros,outros,Paris,formação com Marc Nattier; orientação de Jean Jouvenet,,https://en.wikipedia.org/wiki/Jean-Marc_Nattier | https://www.britannica.com/biography/Jean-Marc-Nattier,https://en.wikipedia.org/wiki/Jean-Marc_Nattier | https://www.britannica.com/biography/Jean-Marc-Nattier,,media,MASP,48.856372814,2.352529617,100.0,48.856372814,2.352529617,100.0
João Batista Bordon,Brazil,,,,,,male,,,A fonte indica condição de aluno livre e mestres Baptista da Costa e Zeferino da Costa.,,,,outros,outros,Rio de Janeiro,Escola Nacional de Belas Artes (Enba),meados de 1900; prêmio de viagem em 1915,https://enciclopedia.itaucultural.org.br/pessoas/6646-joao-batista-bordon,https://enciclopedia.itaucultural.org.br/pessoas/6646-joao-batista-bordon,https://enciclopedia.itaucultural.org.br/pessoas/6646-joao-batista-bordon,alta,Museu Histórico Nacional,,,,,,
João Batista da Costa,Brazil,Académie Julian,,Itaguaí,,Rio de Janeiro,male,,,,,,,outros,outros,Rio de Janeiro; Paris,Asilo dos Meninos Desvalidos; Academia Imperial de Belas Artes; Academia Julian,1877; 1885; 1896,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Batista_da_Costa | https://www.guiadasartes.com.br/baptista-da-costa/obras-e-biografia,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Batista_da_Costa | https://www.guiadasartes.com.br/baptista-da-costa/obras-e-biografia,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Batista_da_Costa | https://www.guiadasartes.com.br/baptista-da-costa/obras-e-biografia,alta,Pinacoteca de São Paulo,-22.866538,-43.777224,100.0,-22.9014475,-43.1789159,100.0
João Francisco Lopes Rodrigues,Brazil,,,Salvador,,,male,,,"A formação aparece pela Aula Pública e por mestres, sem cronologia fechada na fonte aberta.",,,,outros,outros,Salvador,Aula Pública de Desenho da Bahia; estudos com José Rodrigues Nunes; assistência a Teófilo de Jesus,,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Francisco_Lopes_Rodrigues | https://enciclopedia.itaucultural.org.br/pessoas/7099-joao-francisco-lopes-rodrigues,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Francisco_Lopes_Rodrigues | https://enciclopedia.itaucultural.org.br/pessoas/7099-joao-francisco-lopes-rodrigues,,alta,Museu Histórico Nacional,-12.9641527,-38.5058208,100.0,,,
João Lopes Maciel (atribuição),,,,,,,,,,autoria atribuída/incerta; formação não localizada com segurança,,,,outros,outros,,,,,,,,Museu da Inconfidência,,,,,,
João Nepomuceno Correia e Castro (atribuição),,,,,,,,,,autoria atribuída/incerta; formação não localizada com segurança,,,,outros,outros,,,,,,,,Museu da Inconfidência,,,,,,
João Timóteo da Costa,Brazil,,,Rio de Janeiro,,Rio de Janeiro,male,,,"A fonte cita estudos com Daniel Bérard, Zeferino da Costa e Rodolfo Amoedo.",,,,outros,outros,Rio de Janeiro,Escola Nacional de Belas Artes (Enba),por volta de 1894 em diante,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Tim%C3%B3teo_da_Costa | https://enciclopedia.itaucultural.org.br/pessoas/7117-joao-timotheo-da-costa,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Tim%C3%B3teo_da_Costa | https://enciclopedia.itaucultural.org.br/pessoas/7117-joao-timotheo-da-costa,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Tim%C3%B3teo_da_Costa,alta,Museu Histórico Nacional,-22.9014475,-43.1789159,100.0,-22.9014475,-43.1789159,100.0
João Zeferino da Costa,Brazil,Federal University of Rio de Janeiro,,Rio de Janeiro,,Rio de Janeiro,male,,,,,,,outros,outros,"Rio de Janeiro, Brasil; Roma, Itália",Academia Imperial de Belas Artes; Accademia di San Luca,1857–1868; 1869–1877,https://pt.wikipedia.org/wiki/Zeferino_da_Costa,https://pt.wikipedia.org/wiki/Zeferino_da_Costa,https://pt.wikipedia.org/wiki/Zeferino_da_Costa,alta,Museu Nacional de Belas Artes,-22.9014475,-43.1789159,100.0,-22.9014475,-43.1789159,100.0
Joaquim Cândido Guilhobel,Kingdom of Portugal,,,Lisbon,,,male,,,"Na Academia, fez o curso de arquitetura com Grandjean de Montigny.",,,,outros,outros,Rio de Janeiro,Academia Imperial de Belas Artes,matrícula em 1827,https://pt.wikipedia.org/wiki/Joaquim_C%C3%A2ndido_Guilhobel | https://eviterbo.fcsh.unl.pt/wiki/Joaquim_C%C3%A2ndido_Guilhobel,https://pt.wikipedia.org/wiki/Joaquim_C%C3%A2ndido_Guilhobel,https://pt.wikipedia.org/wiki/Joaquim_C%C3%A2ndido_Guilhobel,alta,Pinacoteca de São Paulo,38.7070085,-9.1356407,100.0,,,
